% TABLE LEGEND
%  F1:  Maximum Fisher's discriminant ratio 
%  F1v: Directional-vector maximum Fisher's discriminant ratio 
%  F2:  Overlap of the per-class bounding boxes 
%  F3:  Maximum (individual) feature efficiency 
%  F4:  Collective feature efficiency (sum of each feature efficiency) 
%  L1:  Minimized sum of the error distance of a linear classifier (linear SMO) 
%  L2:  Training error of a linear classifier (linear SMO) 
%  L3:  Nonlinearity of a linear classifier (linear SMO) 
%  N1:  Fraction of points on the class boundary 
%  N2:  Ratio of average intra/inter class nearest neighbor distance 
%  N3:  Leave-one-out error rate of the one-nearest neighbor classifier 
%  N4:  Nonlinearity of the one-nearest neighbor classifier 
%  T1:  Fraction of maximum covering spheres 
%  T2:  Average number of points per dimension 

@relation combinador_ensemble

@attribute f1 numeric
@attribute f1v numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute l1 numeric
@attribute l2 numeric
@attribute l3 numeric
@attribute n1 numeric
@attribute n2 numeric
@attribute n3 numeric
@attribute n4 numeric
@attribute t1 numeric
@attribute t2 numeric
@attribute AVERAGE_RULE {0,1}
@attribute PRODUCT_RULE {0,1}
@attribute MAJORITY_VOTING_RULE {0,1}
@attribute MIN_RULE {0,1}
@attribute MAX_RULE {0,1}

@data
22083,53,49,168,575,49,22,109,280,41,4,1000,16727,0,0,0,0,1,1
18448,110,57,168,561,52,35,130,264,57,14,997,16727,0,0,1,0,0,0
15903,43,68,179,546,52,34,103,246,27,20,1000,16727,0,0,0,1,0,0
14251,45,76,201,547,76,64,109,257,38,19,1000,16727,0,0,0,0,1,0
11754,91,46,193,481,73,83,125,265,41,29,1000,16727,0,0,0,0,1,1
13427,45,52,171,526,65,42,111,275,38,30,1000,16727,0,0,0,1,0,0
11343,112,46,187,573,76,49,109,262,22,34,1000,16727,0,0,0,0,1,1
13482,200,30,98,491,73,56,111,229,30,22,1000,16727,0,0,0,0,1,0
2173.5,2046,0,939.5,975.5,76.66325,38.06625,500,57.19875,54.75,24.1325,298.8825,933.5,130069,0,1,0,0,0
2306.5,1998,0,937.75,972.75,78.75,39.1325,500,56.6325,49,20.5,303.91575,926,130069,0,1,0,0,0
2815.75,5788.25,0,744.75,817.5,86.5,42.94875,500,62.25,57.5,24.31625,353.5,905.75,130069,0,1,0,0,0
2594,7270.5,0,746.5,815.25,79.75,39.75,500,57.75,48.25,25.3825,346.75,930.25,130069,0,0,0,0,1
5571.75,8318,250,947.5,986.25,325.5,287.75,374.75,51,48.75,20.25,282,953.75,130069,0,0,0,0,0
2516.5,5566,0,746.25,974.25,81,40.44875,500,58,61,22.8825,338.75,960.75,130069,0,1,0,0,0
8604.5,20522.5,0,743.25,979.25,87,42.8825,500,58.1325,47,22.5,273.25,966,130069,0,0,0,1,0
2123.5,2034.75,0,935.75,968.5,80.397,39.81625,500,62.8825,59.5,24.6325,296.8825,940.25,130069,0,1,0,0,0
2532.75,4140,0,750.25,815.25,69,34.3825,500,50.75,55,18.69875,362.25,937.25,130069,0,0,1,1,0
2326.5,2247.5,0,936.75,972.5,77.675,38.56625,500,55.94875,50.25,20.81625,279.78325,930,130069,0,1,0,0,0
10001.4285714286,47085.5714285714,0.0019730923,645.2857142857,888.4285714286,616.8571428571,67.2857142857,230,18.5522857143,47.7142857143,3.4904285714,72.8571428571,862,128333,0,1,0,0,0
8792,43462.5714285714,0.0006163112,634.2857142857,891,632.4285714286,69.1428571429,236.4285714286,17.838,47.5714285714,3.6332857143,75.5714285714,851,128333,0,1,0,0,0
8773.1428571429,42560.4285714286,0.0006298285,641.5714285714,889.7142857143,634.7142857143,67.7142857143,230.8571428571,17.2665714286,46.8571428571,3.3711428571,69,847.1428571429,128333,0,1,0,0,0
7097,38513.4285714286,0.002375529,632.2857142857,886.2857142857,622.8571428571,67.1428571429,230.2857142857,18.1237142857,47.8571428571,4.757,70.5714285714,859.7142857143,128333,0,0,0,1,0
8503.4285714286,42610.7142857143,0.0018763234,672.4285714286,921.4285714286,642.2857142857,75.5714285714,237.7142857143,16.9808571429,48.7142857143,2.4712857143,71.5714285714,860,128333,0,1,0,0,0
7710,39130.4285714286,0.0026449617,624.2857142857,871.7142857143,636.5714285714,72.5714285714,243.1428571429,18.6951428571,49.2857142857,4.0618571429,76.7142857143,854.1428571429,128333,0,0,0,1,0
8267.2857142857,43578.2857142857,0.0083830059,640.4285714286,862.1428571429,635.7142857143,70.2857142857,233.5714285714,17.4094285714,52.2857142857,3.6951428571,75.1428571429,856.7142857143,128333,0,1,0,0,0
10348.4285714286,48841.4285714286,0.0060558601,627,865,650.1428571429,74.3475714286,234.6951428571,18.9808571429,50,5.1237142857,74.3784285714,834.8571428571,128333,0,0,0,1,0
9703,45883.1428571429,0.0011393836,644.5714285714,887.7142857143,628.4285714286,71.7142857143,235.2857142857,16.9617142857,47.8571428571,2.9808571429,72.7142857143,854.2857142857,128333,0,0,0,1,0
8650.5714285714,42046.5714285714,0.0017337159,676.8571428571,927.7142857143,636.1428571429,74.1428571429,239.7142857143,18.1237142857,49.5714285714,3.3902857143,74.5714285714,852.1428571429,128333,0,1,0,0,0
4575,0,188,1000,438,120,117,142,209,37,147,983,10324,0,0,1,0,0,0
4555,0,202,1000,413,120,110,179,189,51,192,932,10324,0,0,0,0,1,0
4243,0,191,1000,425,134,128,157,257,46,148,923,10324,0,0,0,0,1,0
4741,0,214,1000,423,97,107,154,234,54,145,949,10324,0,0,0,0,1,0
4116,0,239,986,445,125,144,165,255,43,199,977,10324,0,0,1,0,0,0
3426,0,185,994,468,125,170,162,254,46,224,934,10324,0,0,1,0,0,0
3758,0,211,1000,416,134,145,145,254,43,164,969,10324,0,0,0,0,1,0
4299,0,188,1000,439,123,113,162,225,43,158,932,10324,0,0,0,0,1,0
3751,0,174,994,423,111,134,157,230,48,177,974,10324,0,0,0,0,1,0
4494,0,236,1000,423,97,105,174,250,63,150,972,10324,0,0,0,0,1,0
8013,6679.6666666667,16.3333333333,646.6666666667,824.3333333333,654,333.3333333333,500,53.3333333333,50,13.3333333333,74.3333333333,657.6666666667,37500,0,1,0,0,0
8653.6666666667,7849.3333333333,9,662,757.6666666667,658,333,500,40,53.6666666667,8.6666666667,51,666.6666666667,37500,1,0,1,0,0
7118.3333333333,7574,15,648.6666666667,831,654,333.6666666667,500,53.3333333333,55.6666666667,18,77.6666666667,797.6666666667,37500,0,0,0,1,0
7673,7023.3333333333,15.3333333333,693.3333333333,837.6666666667,653.3333333333,333.3333333333,500,48.6666666667,50.3333333333,13.3333333333,64.3333333333,717.6666666667,37500,0,0,0,1,1
7329.6666666667,8204,9.041,742,851,649,333.3333333333,500,26.6666666667,42,4.6666666667,43.3333333333,708.6666666667,37500,0,1,0,0,0
7828.6666666667,8187.6666666667,13.3333333333,642.3333333333,795.6666666667,649.6666666667,333.3333333333,500,57.6666666667,64,22,55.3333333333,699.6666666667,37500,0,0,0,1,0
6374.3333333333,6348.3333333333,13.3333333333,666.3333333333,864.3333333333,660.6666666667,333,500,40,61.6666666667,22,54.3333333333,737.6666666667,37500,0,1,0,0,0
7247.6666666667,7201.6666666667,7.6666666667,682,802,658,333.3333333333,500,22,52.3333333333,4.6666666667,44.3333333333,564.3333333333,37500,0,1,0,1,0
8081,7755,10.3333333333,698,873.3333333333,654.6666666667,333.3333333333,500,44.3333333333,51.6666666667,13.3333333333,58,713.3333333333,37500,0,1,1,0,0
7229.6666666667,8417,11.6666666667,733.3333333333,846.6666666667,642,333.3333333333,500,35.3333333333,50.3333333333,13.3333333333,51,718,37500,1,0,1,0,0
6665,0,187,437,784,66,89,125,247,38,144,1000,88778,0,0,1,0,0,0
7064,0,186,427,760,60,82,121,257,35,133,1000,88778,0,0,1,0,0,0
6777,0,191,434,829,64,85,129,261,40,147,1000,88778,0,0,1,0,0,0
6918,0,176,431,789,62,77,120,257,38,147,1000,88778,0,0,1,0,0,0
6786,0,198,442,843,69,84,129,249,38,144,1000,88778,0,0,1,0,0,0
6626,0,189,428,809,68,83,126,253,38,161,1000,88778,0,0,1,0,0,0
6801,0,188,444,794,59,76,122,254,35,124,1000,88778,0,0,1,0,0,0
6876,0,168,420,760,64,90,121,260,39,153,1000,88778,0,0,1,0,0,0
6757,0,178,424,762,65,82,124,254,37,160,1000,88778,0,0,0,0,1,0
6855,0,180,433,785,64,81,127,257,34,155,1000,88778,0,0,1,0,0,0
173651,0,965,965,111,0,0,35,124,0,0,895,3562,0,0,1,0,0,0
76179,0,825,825,132,35,0,35,195,0,0,1000,3562,0,0,0,0,1,1
81364,0,825,825,149,35,0,70,137,0,0,1000,3562,0,0,1,0,0,0
1809531,0,614,614,93,0,0,70,136,0,0,1000,3562,0,0,0,1,0,0
491309,0,684,684,92,0,0,35,98,0,0,860,3562,0,0,0,0,1,1
224404,0,930,930,120,0,0,35,150,0,0,807,3562,0,0,0,0,1,1
216489,0,737,737,113,0,0,35,119,0,0,789,3562,0,0,0,1,0,0
81271,0,947,947,144,35,0,35,183,0,0,965,3562,0,0,1,0,0,0
129592,0,965,965,117,0,0,35,152,18,0,1000,3562,0,1,0,0,0,0
259124,0,702,702,86,0,0,35,179,0,0,930,3562,0,0,0,0,0,0
1345.3076923077,133.8461538462,0.4674307692,299.1538461538,622.3461538462,78.8461538462,38.4230769231,500,6.3846153846,103.6153846154,1.4288461538,152.1923076923,991.1923076923,1250000,0,1,0,0,0
1375.3076923077,133.6538461538,0.3889346154,306.0769230769,623.7307692308,78.9230769231,38.5,500,6.2307692308,104.8076923077,1.4480769231,150.1923076923,992.2307692308,1250000,0,1,0,0,0
1361.8076923077,137.3846153846,0.3905961538,310.0384615385,621.6153846154,78.8076923077,38.4230769231,500,6.3846153846,106.4230769231,1.3557692308,151.6153846154,992,1250000,0,1,0,0,0
1372.3461538462,133.9230769231,0.3461961538,303.6538461538,623.7692307692,78.9615384615,38.5,500,6.4230769231,104.4615384615,1.3538461538,153.7692307692,989.8846153846,1250000,0,1,0,1,0
1363.8461538462,133.4230769231,0.3685615385,310.3461538462,621.5,78.8846153846,38.5,500,6.3846153846,105.2307692308,1.4673076923,151.1923076923,992.2307692308,1250000,0,1,0,0,0
1376.5769230769,133.6153846154,0.4201846154,313.1923076923,630.3076923077,78.8846153846,38.3461538462,500,6.3076923077,104.3076923077,1.3134615385,151.7307692308,992.0769230769,1250000,0,1,0,0,0
1366.6923076923,133.6538461538,0.4722346154,309.3076923077,619.5384615385,78.9615384615,38.4230769231,500,6.2692307692,104.3846153846,1.3519230769,152.2307692308,991.4230769231,1250000,0,1,0,0,0
1344.8461538462,133.5384615385,0.4219192308,298.8076923077,610.6153846154,78.8846153846,38.5,500,6.5,105.6538461538,1.325,154.6923076923,990.4230769231,1250000,0,1,0,0,0
1353.1923076923,133.8076923077,0.3576076923,298,614.9230769231,78.9230769231,38.5,500,6.0769230769,104.9615384615,1.3903846154,153.4230769231,992.9615384615,1250000,0,1,0,0,0
1386.1538461539,134.2307692308,0.4284423077,303.3846153846,625.6923076923,78.9230769231,38.4615384615,500,6.3461538462,104.2692307692,1.4615384615,149.6923076923,989.8846153846,1250000,0,1,0,0,0
549.6666666667,8255.6666666667,0,344,958.6666666667,449.6666666667,229.3333333333,369.6666666667,364.3333333333,462.3333333333,208.3333333333,0,1000,571,0,1,0,0,0
623,10256,0,333.3333333333,937.3333333333,418,218.6666666667,323,281,466,125.3333333333,0,1000,571,0,1,0,1,0
1084,9010.3333333333,0,385.3333333333,969,327,114.3333333333,151,312.6666666667,386,104,0,1000,571,0,1,0,1,0
864.3333333333,12660.3333333333,0,458.3333333333,958.6666666667,373,187.3333333333,338.6666666667,364.6666666667,433.6666666667,229.3333333333,0,1000,571,0,0,0,1,0
786.3333333333,21140,0,343.6666666667,948.3333333333,350.3333333333,187.3333333333,281.3333333333,312.6666666667,372.3333333333,125,10.6666666667,1000,571,0,0,0,1,0
1105.3333333333,8751.6666666667,0,343.6666666667,969,410,208,323,427,452.6666666667,208.3333333333,0,1000,571,0,0,0,1,0
1056.3333333333,8982.3333333333,0,468.6666666667,937.6666666667,395.3333333333,167,213.3333333333,260,270.3333333333,125.3333333333,0,1000,571,0,0,0,1,0
846.6666666667,6584.3333333333,0,333.3333333333,937.6666666667,378.3333333333,218.3333333333,312.3333333333,333.3333333333,249.3333333333,145.6666666667,0,1000,571,0,1,0,0,0
803.6666666667,9843.3333333333,0,385.3333333333,906.3333333333,358.3333333333,177.3333333333,276,312.6666666667,314.3333333333,125,0,1000,571,0,1,0,0,0
673.6666666667,7951,0,354.3333333333,916.6666666667,362.3333333333,135.6666666667,145.6666666667,260.6666666667,414.3333333333,145.6666666667,0,1000,571,0,0,0,1,0
74027.75,57898.25,0,511.75,567.75,312.25,99.75,328.5,152.25,218.25,44,28,1000,8222,0,0,0,1,0
3167,54783.5,0,520.25,625,318.25,72.75,359,121.75,191.75,37.5,26,1000,8222,0,0,0,1,0
4201.5,41477,61,559,709.5,355.5,91.25,308.25,122,212.5,47.5,36.25,993.25,8222,0,0,0,1,0
5038.5,43525,265.25,550.75,616.75,548.75,363,196.5,94.75,230,13.5,30.25,1000,8222,0,1,0,0,0
49722.75,106354.75,92,505,599.5,322,91.25,318.5,118.25,258.25,34,32.75,1000,8222,0,0,0,1,0
4300,65306.5,0,511.75,538.75,338.75,108,316.75,123.5,284.5,47.5,24.5,1000,8222,0,0,0,1,0
3780.5,32494.25,15.75,586.25,702.75,320.75,103,305.75,137,283.25,47.25,28.75,1000,8222,0,1,0,0,0
3470.5,54377,83.25,515.25,559.25,274.25,76.25,315.75,133.5,261.75,57.5,17.75,993,8222,0,1,0,0,0
2280.5,55427.5,250,540.5,648.75,540.75,317.5,171.25,106.5,204.75,37,20.25,998.25,8222,0,1,0,1,0
2451.25,72423,20.5,510,628.5,339.25,93,320.75,138.75,260.25,44,39.5,1000,8222,0,0,0,1,0
93588,20,1000,1000,288,28,14,198,309,66,0,1000,1828,0,0,0,0,0,0
71764,4,1000,1000,271,38,24,321,390,94,0,1000,1828,0,0,0,0,0,0
93427,26,1000,1000,200,19,0,255,385,57,0,1000,1828,0,0,0,0,0,0
117910,26,1000,1000,217,9,0,245,285,85,0,1000,1828,0,0,0,0,0,0
99285,13,1000,1000,226,28,0,226,326,47,0,1000,1828,0,0,0,0,0,0
167129,20,1000,1000,266,19,5,236,382,66,0,1000,1828,0,0,0,0,0,0
140783,6,1000,1000,281,28,5,236,343,66,0,1000,1828,0,0,0,0,0,0
195544,6,1000,1000,246,19,5,245,332,66,0,1000,1828,0,0,0,0,0,0
233909,13,1000,1000,258,19,14,236,345,66,0,1000,1828,0,0,0,0,0,0
163494,6,1000,1000,203,19,9,245,367,75,0,1000,1828,0,0,0,0,0,0
2510,667,323,323,617,169,137,315,274,65,294,1000,20667,0,0,1,0,0,0
755,667,226,226,790,427,500,298,341,129,246,1000,20667,0,0,1,0,0,0
1576,667,250,250,681,169,202,315,384,113,234,1000,20667,0,0,0,0,1,0
655,667,234,234,731,274,327,266,321,73,278,1000,20667,0,0,0,0,1,0
1080,667,274,274,591,161,125,250,355,113,278,1000,20667,0,0,0,0,1,0
529,667,290,290,765,403,500,298,286,113,315,1000,20667,0,0,0,0,1,0
447,667,153,153,797,411,500,371,338,89,306,1000,20667,0,0,0,0,1,0
1113,667,234,234,757,371,294,339,311,89,294,1000,20667,0,0,0,0,1,0
1023,667,234,234,819,411,456,290,361,145,327,1000,20667,0,0,1,0,0,0
1228,667,242,242,709,258,222,274,301,97,262,1000,20667,0,0,0,0,1,0
146,1000,0,0,758,379,500,432,350,160,435,1000,28167,0,0,0,0,1,0
188,1000,0,0,710,355,500,320,285,130,376,1000,28167,0,0,1,0,1,0
165,1000,0,0,734,367,500,402,349,195,322,1000,28167,0,0,0,0,1,0
25,1000,0,0,686,343,500,373,332,124,391,1000,28167,0,0,0,0,1,0
267,1000,0,0,725,361,500,426,439,207,361,1000,28167,0,0,1,0,0,0
141,1000,0,0,758,379,500,385,362,178,414,1000,28167,0,0,0,0,1,0
243,1000,0,0,852,426,500,396,387,166,320,1000,28167,0,0,0,0,1,0
132,1000,0,0,698,349,500,420,393,160,373,1000,28167,0,0,0,0,1,0
181,1000,0,0,808,402,500,385,305,130,337,1000,28167,0,0,0,0,1,0
36,1000,0,0,828,414,500,402,383,178,334,1000,28167,0,0,0,0,1,0
1968,1000,0,0,599,139,123,230,316,90,180,1000,20333,0,0,0,0,1,0
1342,667,238,238,688,328,320,189,298,66,254,1000,20333,0,0,0,0,1,1
1742,1000,0,0,647,262,143,328,381,115,180,1000,20333,0,0,0,1,0,0
1916,667,270,516,558,189,148,279,280,66,275,1000,20333,0,0,0,0,1,0
3814,667,270,459,522,115,70,238,270,66,160,1000,20333,0,0,1,0,1,0
3457,667,213,451,595,213,127,197,268,49,230,1000,20333,0,0,1,0,0,0
1613,667,262,418,662,197,217,295,394,139,217,1000,20333,0,0,0,1,0,0
1051,1000,0,0,670,205,189,254,323,90,266,1000,20333,0,1,0,1,0,0
1512,1000,0,0,624,197,160,328,249,66,225,1000,20333,0,1,0,0,0,0
1940,1000,0,0,718,377,471,262,375,90,275,1000,20333,0,0,0,1,0,0
10234,0,225,995,472,54,69,3,139,0,63,1000,369273,0,0,0,0,0,0
11191,0,219,996,446,50,67,3,141,0,19,1000,369273,0,0,1,0,1,0
10018,0,221,998,497,60,73,3,137,0,44,1000,369273,0,0,0,0,0,0
10591,0,217,1000,431,55,74,3,139,0,32,1000,369273,0,0,0,0,0,0
10830,0,228,996,463,51,75,3,136,0,23,1000,369273,0,0,1,0,1,0
9957,0,236,997,453,57,75,3,138,0,24,1000,369273,0,0,0,0,0,0
10026,0,224,995,463,58,76,3,141,0,54,1000,369273,0,0,0,0,0,0
11609,0,222,872,474,48,65,3,136,0,25,1000,369273,0,0,0,0,0,0
10090,0,226,995,467,57,79,3,140,0,29,1000,369273,0,0,0,0,0,0
10942,0,220,872,456,52,68,3,136,0,29,1000,369273,0,0,0,0,0,0
5.8,5532,500,664.2,713,941,271.4,167,83,244.2,30.8,214.4,1000,1620000,0,0,0,1,0
3.6818,3967.6,300,623.8,713.2,701.8,70.4618,267.4,84.8618,278.4,31.81544,251.6,1000,1620000,0,0,0,1,0
3.6,5212,300,627.6,716.6,666.6,67.8618,266.8,81.9234,277.8,31.01544,227.2,1000,1620000,0,0,0,1,0
3.8,5508.8,300,624,713.8,670,70.6308,268.6,84.0618,280,31.2308,305.2,1000,1620000,0,0,0,1,0
5,5475,500,669.4,718,897.6,268,168,84.8,247.6,32.6,223.2,1000,1620000,0,1,0,0,0
4.8,5926.8,300,623,713.8,713,69.61544,267.6,86.4308,277.6,31.41544,205.2,1000,1620000,0,0,0,1,0
2.0944,5180.8,300,629.6,717.4,664,69.2464,267.2,83.2618,277.8,31.01544,207,1000,1620000,0,1,0,0,0
4.6,5376.4,300,626.8,715.4,669,68.4618,267,84.308,275,32.8464,218.4,1000,1620000,0,0,0,1,0
3.4,4698.8,300,628.4,717.4,682.2,70.0464,267.6,83.2618,269.6,30.21544,206.4,1000,1620000,0,1,0,0,0
4.4,5837.2,500,663.2,712.2,885.2,271,166.6,84.2,246.6,31.8,210.4,1000,1620000,0,0,0,1,0
2152,316.9,0,310.5,615.6,231,100.2,500,4.8712,160.9,1.3314,14,997.3,87812,0,1,0,0,0
2270.5,371.7,0,319.8,652.3,231.5,100,500,4.6712,164.3,1.156,13.7,997.7,87812,0,1,0,0,0
2204.5,335.5,0,311.9,622,230.8,100.1,500,4.1068,167.2,0.8424,13.3,998.2,87812,0,1,0,0,0
2254.1,363,0,309.3,603.6,231.8,100,500,4.3068,165.5,0.8492,14.8,997.8,87812,0,1,0,0,0
2153.1,320.4,0,320.7,610,231.7,100.1,500,4.9712,164.7,1.1958,15.2,998,87812,0,1,0,0,0
2196.3,361,0,305.5,636.9,231.1,99.9,500,4.2,163.5,0.9314,13.8,997.6,87812,0,1,0,0,0
2235,299.4,0,292.6,640.7,231.4,100,500,3.9136,168,0.8314,13.8,996.7,87812,0,1,0,0,0
2209.2,292.6,0,279.5,562.5,231.8,99.9,500,4.5356,167,0.8492,13.5,997.4,87812,0,1,0,0,0
2197.4,304.2,0,309.5,595.6,231.5,100.1,500,4.3068,168.3,0.9424,14.7,998.2,87812,0,1,0,0,0
2265.2,302.2,0,341.1,635,231.1,99.9,500,4.4712,164.9,1.3068,14.1,995.6,87812,0,1,0,0,0
2390,6040.6,0.1949,457.4,524.4,108.6,40.6,500,34,23.8,13.4,308.8,749,547300,0,1,0,0,0
1237.4,4790,0.0126538013,381,493.4,89.6,39.2,500,34.4,28.8,13.4,333.8,789.6,547300,0,1,0,0,0
1759,5297.4,0.028378454,384.2,491.2,97.6,39,500,34.8,26,13,338.2,805.4,547300,0,1,0,0,0
1371.8,5160,0.0120962895,374.6,458.2,111,41.4,500,35.6,28.2,14.2,330.8,769.4,547300,0,1,0,0,0
1642.2,4952.8,0.0086144188,393.8,468.6,90.2,40,500,35.6,29.6,14.2,337.2,810,547300,0,1,0,0,0
1454.4,4839.2,0.1904201308,377.8,446,102.6,41,500,36,25,11.6,337.6,778,547300,0,1,0,0,0
1718.6,5258.2,0.080232079,401,475.4,100.4,39.6,500,34.6,32,14.4,334.6,792.6,547300,0,1,0,0,0
1529.2,5116.4,0.0215120001,417.8,485,102.2,40.4,500,35.2,26.6,13.8,339.4,778,547300,0,1,0,1,0
1887.8,5394.4,0.0036480001,454,511.4,91.2,39.8,500,35.6,26.8,14.6,327,826.4,547300,0,1,0,0,0
1802.6,5770.2,0.0981000584,396,532.2,99.2,40,500,33.8,27.2,12.6,324.4,793.6,547300,0,1,0,0,0
1966.1,1,155.2384,441,659.4,200.5,100,500,2.4546,71.7,0.4549,71.4,922.3,687000,0,1,0,0,0
1952.9,1,112.2435,426.8,666.9,200.5,100.1,500,2.3365,72.9,0.5822,71.9,952.6,687000,0,1,0,0,0
1889.5,1,185.619,432.2,643.7,200.5,100,500,2.6728,72.3,0.5004,72.3,962.9,687000,0,1,0,0,0
2007.8,1,124.7249,423.4,658.1,200.7,100,500,2.3728,69.6,0.5004,71.4,953,687000,0,1,0,0,0
1946,1,191.0214,403.7,604.8,200.6,100.1,500,2.3728,70.7,0.4276,70.3,920.6,687000,0,1,0,0,0
1950.9,1,168.9557,422.8,634,200.6,100,500,2.4728,69.6,0.5004,69.8,955.3,687000,0,1,0,0,0
1945.1,1,164.9193,407.8,616.6,200.5,99.9,500,2.3728,70.6,0.4184,72.4,950.4,687000,0,1,0,0,0
1975.7,1,162.9832,412.9,595.7,200.7,100.2,500,2.7728,72.3,0.6003,72.4,963.9,687000,0,1,0,0,0
1966.8,1,207.2281,413.7,601.9,200.7,100,500,2.7728,72.1,0.5277,70.5,961.3,687000,0,1,0,0,0
1973.2,1,136.8159,444.2,659.2,200.5,100.1,500,2.7,71.2,0.455,71.3,954.9,687000,0,1,0,0,0
923,219,13,44,686,335,479,270,307,108,263,999,96000,0,0,1,0,0,0
1161,109,17,74,689,345,500,279,314,109,264,995,96000,0,0,1,0,0,0
11286,325,8,38,704,352,500,273,296,100,281,992,96000,0,0,1,0,0,0
921,255,10,48,678,339,500,271,328,105,270,995,96000,0,0,1,0,0,0
1231,172,18,78,687,346,499,292,279,107,273,993,96000,0,0,1,0,0,0
863,118,10,46,701,357,500,294,341,122,268,1000,96000,0,0,1,0,0,0
1193,231,36,69,672,340,498,277,297,112,284,1000,96000,0,0,1,0,0,0
899,319,27,48,680,344,499,301,323,129,272,999,96000,0,0,0,0,1,0
1537,162,82,142,667,337,499,288,327,125,264,1000,96000,0,0,1,0,0,0
877,243,7,66,678,337,500,292,294,135,281,1000,96000,0,0,1,0,0,0
94.6666666667,1189,111.3333333333,178,278,430,214.6666666667,500,370.3333333333,405.3333333333,222,372.3333333333,1000,11250,0,0,1,0,0
186.6666666667,9809,666.6666666667,318.6666666667,329.6666666667,373,185.3333333333,500,214.6666666667,178,74,146.3333333333,1000,11250,0,1,0,0,0
65.3333333333,843.6666666667,333.3333333333,159.3333333333,251.6666666667,371.3333333333,185,500,311,349.6666666667,170,361,1000,11250,0,0,1,0,0
49.3333333333,2717.3333333333,0,188.6666666667,288.6666666667,335.6666666667,163,500,229.6666666667,246.6666666667,96,274,1000,11250,0,0,0,1,0
45.6666666667,1325.3333333333,222,159.3333333333,259,326.6666666667,162.6666666667,500,248,358.3333333333,126,405.3333333333,1000,11250,0,1,0,1,0
111.6666666667,10682.3333333333,444.3333333333,333.3333333333,348,435,214.6666666667,500,303.6666666667,339.3333333333,148,203.6666666667,1000,11250,0,0,0,1,0
77.3333333333,1657.6666666667,111.3333333333,188.6666666667,285,448.6666666667,222,500,255.6666666667,316,103.6666666667,329.6666666667,1000,11250,0,1,0,0,0
78.3333333333,1197,333.3333333333,251.6666666667,348,297.3333333333,148,500,259.3333333333,264,111.3333333333,346.3333333333,1000,11250,0,0,0,1,0
64,1567.3333333333,666.6666666667,126,244.3333333333,550,274,500,307.3333333333,292,155.3333333333,292.6666666667,1000,11250,0,1,0,1,0
105.6666666667,1811.6666666667,166.6666666667,133.3333333333,266.6666666667,540.3333333333,274,500,340.6666666667,284.3333333333,148,378,1000,11250,0,0,0,1,0
54.4,18637.6,200,609.2,771.1,264,145.5,428.4,59.6,194.8,29.6,107.8,1000,19941,0,1,0,0,0
51.2,20093.5,200,613.6,765.8,256.5,142.8,427.3,54.7,133.4,23.3,145.4,1000,19941,0,0,0,1,0
51.6,17576.4,200,565.7,724.4,270.6,149.8,425.9,54.3,143.9,21.9,229.1,1000,19941,0,1,0,0,0
56.1,21383.3,200,559.9,733.8,253.3,143.4,414.1,65,179.7,33.4,132.7,1000,19941,0,0,0,1,0
35.8,18374.2,200,562.9,726.9,258.7,142.2,419.8,58.4,154,27.7,132.1,1000,19941,0,1,0,0,0
73.6,32122.4,300,604,757.2,362.9,243.5,366.6,63.2,160.1,25.3,136.4,1000,19941,0,0,0,1,0
62,22606.5,300,612.9,765.8,343.6,244.1,380.8,53.7,140.7,23.8,160.8,1000,19941,0,0,0,1,0
64.2,25333.8,300,601.5,730.4,373,238.4,323.5,64.5,153.1,27.8,159,1000,19941,0,0,0,1,0
59.9,19748.2,200,567.5,731.6,275.2,143.3,422.5,53.4,171.3,22.9,142.1,1000,19941,0,1,0,0,0
71.9,32918.3,350,618.1,750.4,437.5,338.4,318.4,45.4,119.7,15.8,140.7,1000,19941,0,0,0,1,0
3594.2,64930,5.26E-17,435.8,998.2,459,76.4,170.4,131.4,267.6,36.4,57.4,999.6,4627,0,1,0,1,0
4751.8,63844.4,2.66E-17,470.6,997.6,437.8,59.4,154.8,120.4,268.6,40.4,61.2,998.8,4627,0,0,0,1,0
3541.8,52857,1.33E-20,437.4,995.8,500.6,80.2,180,127.6,291,37.8,75.8,1000,4627,0,1,0,0,0
4426.4,77972.6,5.14E-16,415.4,978.8,507,67.6,165,122.6,246.6,34.2,52.1716,998.8,4627,0,0,0,1,0
3879.6,68034.6,6.76E-19,377.4,995.4,485.6,78.2,197,135.2,260.8,39.2,72.8,995.8,4627,0,1,0,0,0
5032.8,70365.6,5.9E-19,402.6,997,471.8,74.6,175.1716,124.8,275.8,37.2,49.8,998.4,4627,0,1,0,1,0
3886.2,50908.4,2.62E-21,445,996.6,501.2,79,183.4,129.2,265.8,35.6,49.6,999.2,4627,0,1,0,0,0
3500.6,60809.8,2.72E-17,456,996.6,466.6,68,169.2,129.8,240,32.4,55,1000,4627,0,1,0,0,0
3538.8,59303.6,1.41E-17,435,995.8,477.4,58.6,161.2,123,260.8,45,53.8,1000,4627,0,1,0,0,0
3414.2,61501,6.78E-18,488,995.6,483.8,73.8,170.8,128.8,247.6,42.4,65.4,998.6,4627,0,1,0,0,0
